carrera	semestre	codigo	nombre	creditos	requisitos	correquisitos	grupo	dia	inicio	fin
Computadores	1	MA0101	matemática general	2	-	-	10	MAR	13:00	14:50
Computadores	1	MA0101	matemática general	2	-	-	10	JUE	13:00	15:50
Computadores	1	MA0101	matemática general	2	-	-	8	MAR	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	8	JUE	10:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	12	MAR	13:00	15:50
Computadores	1	MA0101	matemática general	2	-	-	12	JUE	13:00	14:50
Computadores	1	MA0101	matemática general	2	-	-	15	MAR	16:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	15	JUE	15:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	9	MAR	13:00	14:50
Computadores	1	MA0101	matemática general	2	-	-	9	JUE	13:00	15:50
Computadores	1	MA0101	matemática general	2	-	-	18	MAR	17:00	18:50
Computadores	1	MA0101	matemática general	2	-	-	18	JUE	17:00	19:50
Computadores	1	MA0101	matemática general	2	-	-	16	MAR	16:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	16	JUE	15:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	7	MAR	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	7	JUE	10:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	17	MAR	17:00	18:50
Computadores	1	MA0101	matemática general	2	-	-	17	JUE	17:00	19:50
Computadores	1	MA0101	matemática general	2	-	-	13	MAR	15:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	13	JUE	15:00	16:50
Computadores	1	MA0101	matemática general	2	-	-	28	MIE	13:00	14:50
Computadores	1	MA0101	matemática general	2	-	-	28	VIE	13:00	15:50
Computadores	1	MA0101	matemática general	2	-	-	3	MAR	07:30	10:20
Computadores	1	MA0101	matemática general	2	-	-	3	JUE	07:30	09:20
Computadores	1	MA0101	matemática general	2	-	-	19	MAR	17:00	19:50
Computadores	1	MA0101	matemática general	2	-	-	19	JUE	17:00	18:50
Computadores	1	MA0101	matemática general	2	-	-	4	MAR	09:30	11:20
Computadores	1	MA0101	matemática general	2	-	-	4	JUE	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	34	MIE	18:00	20:50
Computadores	1	MA0101	matemática general	2	-	-	34	VIE	18:00	19:50
Computadores	1	MA0101	matemática general	2	-	-	5	MAR	09:30	11:20
Computadores	1	MA0101	matemática general	2	-	-	5	JUE	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	14	MAR	15:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	14	JUE	15:00	16:50
Computadores	1	MA0101	matemática general	2	-	-	26	MIE	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	26	VIE	09:30	11:20
Computadores	1	MA0101	matemática general	2	-	-	23	MIE	07:30	10:20
Computadores	1	MA0101	matemática general	2	-	-	23	VIE	07:30	09:20
Computadores	1	MA0101	matemática general	2	-	-	1	MAR	07:30	09:20
Computadores	1	MA0101	matemática general	2	-	-	1	JUE	07:30	10:20
Computadores	1	MA0101	matemática general	2	-	-	6	MAR	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	6	JUE	10:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	11	MAR	13:00	15:50
Computadores	1	MA0101	matemática general	2	-	-	11	JUE	13:00	14:50
Computadores	1	MA0101	matemática general	2	-	-	22	MIE	07:30	09:20
Computadores	1	MA0101	matemática general	2	-	-	22	VIE	07:30	10:20
Computadores	1	MA0101	matemática general	2	-	-	35	SAB	07:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	25	MIE	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	25	VIE	10:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	2	MAR	07:30	09:20
Computadores	1	MA0101	matemática general	2	-	-	2	JUE	07:30	10:20
Computadores	1	MA0101	matemática general	2	-	-	29	MIE	16:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	29	VIE	15:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	24	MIE	09:30	11:20
Computadores	1	MA0101	matemática general	2	-	-	24	VIE	09:30	12:20
Computadores	1	MA0101	matemática general	2	-	-	30	MIE	16:00	17:50
Computadores	1	MA0101	matemática general	2	-	-	30	VIE	15:00	17:50
Computadores	2	CE1103	algoritmos y estructuras de datos i	4	CE1101;CE1104;MA1403	-	1	MIE	17:00	18:50
Computadores	2	CE1103	algoritmos y estructuras de datos i	4	CE1101;CE1104;MA1403	-	1	VIE	17:00	18:50
Computadores	2	CE1105	principios de modelado en ingeniería	3	CE1104	-	2	MAR	09:30	11:20
Computadores	2	CE1105	principios de modelado en ingeniería	3	CE1104	-	2	JUE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	11	MIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	11	VIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	13	MIE	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	13	VIE	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	7	MAR	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	7	JUE	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	8	MAR	17:00	18:50
Computadores	2	FI1101	física general i	3	MA1102	-	8	JUE	17:00	18:50
Computadores	2	FI1101	física general i	3	MA1102	-	12	MIE	13:00	14:50
Computadores	2	FI1101	física general i	3	MA1102	-	12	VIE	13:00	14:50
Computadores	2	FI1101	física general i	3	MA1102	-	1	MAR	07:30	09:20
Computadores	2	FI1101	física general i	3	MA1102	-	1	JUE	07:30	09:20
Computadores	2	FI1101	física general i	3	MA1102	-	4	MAR	13:00	14:50
Computadores	2	FI1101	física general i	3	MA1102	-	4	JUE	13:00	14:50
Computadores	2	FI1101	física general i	3	MA1102	-	6	MAR	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	6	JUE	15:00	16:50
Computadores	2	FI1101	física general i	3	MA1102	-	9	MIE	07:30	09:20
Computadores	2	FI1101	física general i	3	MA1102	-	9	VIE	07:30	09:20
Computadores	2	FI1101	física general i	3	MA1102	-	14	MIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	14	VIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	2	MAR	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	2	JUE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	10	MIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	10	VIE	09:30	11:20
Computadores	2	FI1101	física general i	3	MA1102	-	3	MAR	17:00	18:50
Computadores	2	FI1101	física general i	3	MA1102	-	3	JUE	17:00	18:50
Computadores	2	FI1101	física general i	3	MA1102	-	5	MAR	13:00	14:50
Computadores	2	FI1101	física general i	3	MA1102	-	5	JUE	13:00	14:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	8	MIE	15:00	16:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	11	VIE	09:30	11:20
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	2	MAR	09:30	11:20
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	6	MIE	09:30	11:20
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	3	MAR	13:00	14:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	4	MAR	15:00	16:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	10	JUE	15:00	16:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	9	JUE	09:30	11:20
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	5	MAR	17:00	18:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	7	MIE	17:00	18:50
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	1	MAR	07:30	09:20
Computadores	2	FI1201	laboratorio física general i	1	-	FI1101	12	MAR	13:00	14:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	5	MIE	09:30	11:20
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	7	LUN	18:00	19:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	11	MIE	15:00	16:50
Computadores	2	CS1502	introducción a la técnica ciencia y tecnología	1	-	-	17	MAR	09:30	11:20
