carrera	semestre	codigo	nombre	creditos	requisitos	correquisitos	grupo	dia	inicio	fin
Electronica	3	CI1231	inglés ii	2	CI1230	-	7	VIE	09:30	12:20
Electronica	3	CI1231	inglés ii	2	CI1230	-	3	MIE	16:00	18:50
Electronica	3	CI1231	inglés ii	2	CI1230	-	8	JUE	16:00	18:50
Electronica	3	CI1231	inglés ii	2	CI1230	-	6	JUE	09:30	12:20
Electronica	3	CI1231	inglés ii	2	CI1230	-	5	MIE	09:30	12:20
Electronica	3	CI1231	inglés ii	2	CI1230	-	1	LUN	09:30	12:20
Electronica	3	CI1231	inglés ii	2	CI1230	-	4	MAR	18:00	20:50
Electronica	3	CI1231	inglés ii	2	CI1230	-	2	MAR	07:30	10:20
Electronica	3	EL2110	laboratorio de mediciones eléctricas	1	FI1201	EL2113	3	VIE	07:30	09:20
Electronica	3	EL2110	laboratorio de mediciones eléctricas	1	FI1201	EL2113	2	MAR	07:30	09:20
Electronica	3	EL2110	laboratorio de mediciones eléctricas	1	FI1201	EL2113	1	MIE	15:00	16:50
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	4	LUN	07:30	09:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	4	MIE	07:30	09:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	2	MAR	09:30	11:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	2	JUE	09:30	11:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	3	LUN	07:30	11:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	1	MIE	09:30	11:20
Electronica	3	EL2113	circuitos eléctricos en corriente continua	4	EL1200;MA1102	FI1102	1	VIE	09:30	11:20
Electronica	3	EL4702	probabilidad y estadística	3	-	MA2104	1	MAR	17:00	18:50
Electronica	3	EL4702	probabilidad y estadística	3	-	MA2104	1	JUE	17:00	18:50
Electronica	3	FI1102	física general ii	3	FI1101	-	6	MAR	17:00	18:50
Electronica	3	FI1102	física general ii	3	FI1101	-	6	JUE	17:00	18:50
Electronica	3	FI1102	física general ii	3	FI1101	-	9	MIE	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	9	VIE	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	11	MAR	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	11	JUE	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	4	MAR	13:00	14:50
Electronica	3	FI1102	física general ii	3	FI1101	-	4	JUE	13:00	14:50
Electronica	3	FI1102	física general ii	3	FI1101	-	8	MIE	13:00	14:50
Electronica	3	FI1102	física general ii	3	FI1101	-	8	VIE	13:00	14:50
Electronica	3	FI1102	física general ii	3	FI1101	-	3	MAR	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	3	JUE	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	7	MIE	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	7	VIE	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	1	MAR	07:30	09:20
Electronica	3	FI1102	física general ii	3	FI1101	-	1	JUE	07:30	09:20
Electronica	3	FI1102	física general ii	3	FI1101	-	5	MAR	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	5	JUE	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	10	MAR	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	10	JUE	15:00	16:50
Electronica	3	FI1102	física general ii	3	FI1101	-	2	MAR	09:30	11:20
Electronica	3	FI1102	física general ii	3	FI1101	-	2	JUE	09:30	11:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	2	MAR	18:00	19:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	2	JUE	18:00	19:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	3	MIE	15:00	16:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	3	VIE	15:00	16:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	6	MIE	13:00	14:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	6	VIE	13:00	14:50
Electronica	3	MA2104	cálculo superior	4	MA1103	-	1	MIE	07:30	09:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	1	VIE	07:30	09:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	4	MAR	09:30	11:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	4	JUE	09:30	11:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	7	MAR	07:30	09:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	7	JUE	07:30	09:20
Electronica	3	MA2104	cálculo superior	4	MA1103	-	5	SAB	07:30	11:20
Electronica	4	CS2303	relaciones laborales	2	-	-	4	JUE	09:30	12:20
Electronica	4	CS2303	relaciones laborales	2	-	-	2	LUN	18:00	20:50
Electronica	4	CS2303	relaciones laborales	2	-	-	3	MAR	18:00	20:50
Electronica	4	CS2303	relaciones laborales	2	-	-	7	MIE	09:30	12:20
Electronica	4	CS2303	relaciones laborales	2	-	-	1	MAR	09:30	12:20
Electronica	4	CS2303	relaciones laborales	2	-	-	5	MIE	17:00	19:50
Electronica	4	CS2303	relaciones laborales	2	-	-	6	JUE	17:00	19:50
Electronica	4	EL2111	laboratorio de circuitos eléctricos	1	EL2110	EL2114	1	LUN	09:30	11:20
Electronica	4	EL2111	laboratorio de circuitos eléctricos	1	EL2110	EL2114	3	MIE	13:00	14:50
Electronica	4	EL2111	laboratorio de circuitos eléctricos	1	EL2110	EL2114	2	LUN	07:30	09:20
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	1	MIE	09:30	11:20
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	1	VIE	09:30	11:20
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	2	MAR	13:00	14:50
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	2	JUE	13:00	14:50
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	3	MIE	07:30	09:20
Electronica	4	EL2114	circuitos eléctricos en corriente alterna	4	EL2113;FI2103	-	3	VIE	07:30	09:20
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	2	MAR	07:30	09:20
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	2	JUE	07:30	09:20
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	1	MAR	15:00	16:50
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	1	JUE	15:00	16:50
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	3	MIE	15:00	16:50
Electronica	4	EL2207	elementos activos	4	EL2113	EL2114	3	VIE	15:00	16:50
Electronica	4	FI2103	física general iii	3	FI1101	-	7	MIE	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	7	VIE	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	5	MAR	17:00	18:50
Electronica	4	FI2103	física general iii	3	FI1101	-	5	JUE	17:00	18:50
Electronica	4	FI2103	física general iii	3	FI1101	-	9	MIE	15:00	16:50
Electronica	4	FI2103	física general iii	3	FI1101	-	9	VIE	15:00	16:50
Electronica	4	FI2103	física general iii	3	FI1101	-	6	MIE	07:30	09:20
Electronica	4	FI2103	física general iii	3	FI1101	-	6	VIE	07:30	09:20
Electronica	4	FI2103	física general iii	3	FI1101	-	10	MAR	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	10	JUE	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	3	MAR	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	3	JUE	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	8	MIE	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	8	VIE	13:00	14:50
Electronica	4	FI2103	física general iii	3	FI1101	-	1	MAR	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	1	JUE	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	2	MAR	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	2	JUE	09:30	11:20
Electronica	4	FI2103	física general iii	3	FI1101	-	4	MAR	15:00	16:50
Electronica	4	FI2103	física general iii	3	FI1101	-	4	JUE	15:00	16:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	1	MAR	07:30	09:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	1	JUE	07:30	09:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	5	MIE	15:00	16:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	5	VIE	15:00	16:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	4	SAB	07:30	11:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	2	MIE	13:00	14:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	2	VIE	13:00	14:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	6	MAR	17:00	18:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	6	JUE	17:00	18:50
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	3	MAR	09:30	11:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	3	JUE	09:30	11:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	7	MIE	07:30	09:20
Electronica	4	MA2105	ecuaciones diferenciales	4	MA1103	-	7	VIE	07:30	09:20
Electronica	1	SE1101	Artes dramáticas	0	-	-	1	LUN	09:30	11:20
Electronica	1	SE1101	Artes dramáticas	0	-	-	2	MAR	15:00	16:50
Electronica	1	SE1101	Artes dramáticas	0	-	-	3	MAR	18:00	19:50
Electronica	1	SE1101	Artes dramáticas	0	-	-	4	MIE	15:00	16:50
Electronica	1	SE1102	Acción social	0	-	-	1	LUN	09:30	11:20
Electronica	1	SE1102	Acción social	0	-	-	2	MAR	07:30	09:20
Electronica	1	SE1103	Danza	0	-	-	1	MIE	15:00	16:50
Electronica	1	SE1103	Danza	0	-	-	3	JUE	09:30	11:20
Electronica	1	SE1103	Danza	0	-	-	2	MIE	18:00	19:50
Electronica	1	SE1103	Danza	0	-	-	4	VIE	09:30	11:20
Electronica	1	SE1103	Danza	0	-	-	5	VIE	15:00	16:50
Electronica	1	SE1104	Artes visuales	0	-	-	1	MAR	09:30	11:20
Electronica	1	SE1104	Artes visuales	0	-	-	2	MAR	13:00	14:50
Electronica	1	SE1104	Artes visuales	0	-	-	3	MIE	09:30	11:20
Electronica	1	SE1104	Artes visuales	0	-	-	4	MIE	13:00	14:50
Electronica	1	SE1105	Artes musicales	0	-	-	5	MAR	13:00	14:50
Electronica	1	SE1105	Artes musicales	0	-	-	1	MAR	15:00	16:50
Electronica	1	SE1105	Artes musicales	0	-	-	2	MAR	17:00	18:50
Electronica	1	SE1105	Artes musicales	0	-	-	3	JUE	15:00	16:50
Electronica	1	SE1105	Artes musicales	0	-	-	4	MAR	09:30	11:20
Electronica	1	SE1105	Artes musicales	0	-	-	6	JUE	18:00	19:50
Electronica	1	SE1105	Artes musicales	0	-	-	7	MIE	09:30	11:20
Electronica	1	SE1106	Apreciación literaria	0	-	-	1	MAR	07:30	09:20
Electronica	1	SE1107	Apreciación de cine	0	-	-	5	JUE	09:30	11:20
Electronica	1	SE1107	Apreciación de cine	0	-	-	6	JUE	15:00	16:50
Electronica	1	SE1107	Apreciación de cine	0	-	-	1	MAR	09:30	11:20
Electronica	1	SE1107	Apreciación de cine	0	-	-	2	MIE	09:30	11:20
Electronica	1	SE1107	Apreciación de cine	0	-	-	3	JUE	13:00	14:50
Electronica	1	SE1107	Apreciación de cine	0	-	-	4	VIE	09:30	11:20
Electronica	1	SE1201	Atletismo	0	-	-	1	MAR	07:30	09:20
Electronica	1	SE1201	Atletismo	0	-	-	2	MIE	07:30	09:20
Electronica	1	SE1201	Atletismo	0	-	-	4	JUE	07:30	09:20
Electronica	1	SE1201	Atletismo	0	-	-	3	MIE	09:30	11:20
Electronica	1	SE1204	Natación	0	-	-	5	MIE	09:30	11:20
Electronica	1	SE1204	Natación	0	-	-	10	MAR	13:00	14:50
Electronica	1	SE1204	Natación	0	-	-	1	LUN	07:30	09:20
Electronica	1	SE1204	Natación	0	-	-	2	LUN	09:30	11:20
Electronica	1	SE1204	Natación	0	-	-	4	MIE	07:30	09:20
Electronica	1	SE1204	Natación	0	-	-	3	MAR	17:00	18:50
Electronica	1	SE1204	Natación	0	-	-	6	MIE	13:00	14:50
Electronica	1	SE1204	Natación	0	-	-	7	MIE	15:00	16:50
Electronica	1	SE1204	Natación	0	-	-	8	JUE	09:30	11:20
Electronica	1	SE1204	Natación	0	-	-	9	JUE	17:00	18:50
Electronica	1	SE1205	Juegos y deportes en conjunto	0	-	-	3	MAR	07:30	09:20
Electronica	1	SE1205	Juegos y deportes en conjunto	0	-	-	1	LUN	09:30	11:20
Electronica	1	SE1205	Juegos y deportes en conjunto	0	-	-	2	LUN	09:30	11:20
Electronica	1	SE1205	Juegos y deportes en conjunto	0	-	-	5	JUE	07:30	09:20
Electronica	1	SE1205	Juegos y deportes en conjunto	0	-	-	4	MIE	09:30	11:20
Electronica	1	SE1206	Acondicionamiento físico	0	-	-	2	MAR	15:00	16:50
Electronica	1	SE1206	Acondicionamiento físico	0	-	-	1	MAR	09:30	11:20
Electronica	1	SE1206	Acondicionamiento físico	0	-	-	3	JUE	09:30	11:20
Electronica	1	SE1206	Acondicionamiento físico	0	-	-	4	VIE	07:30	09:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	1	LUN	07:30	09:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	2	MAR	07:30	09:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	4	MIE	07:30	09:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	5	VIE	07:30	09:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	3	MAR	09:30	11:20
Electronica	1	SE1209	Béisbol-softbol	0	-	-	6	VIE	09:30	11:20
Electronica	1	SE1218	Ajedrez	0	-	-	1	MAR	09:30	11:20
Electronica	1	SE1219	Baloncesto recreativo	0	-	-	1	LUN	07:30	09:20
Electronica	1	SE1221	Futbol I	0	-	-	1	MAR	09:30	11:20
Electronica	1	SE1221	Futbol I	0	-	-	2	JUE	09:30	11:20
Electronica	1	SE1221	Futbol I	0	-	-	3	JUE	13:00	14:50
Electronica	1	SE1222	Futbol sala	0	-	-	1	MIE	07:30	09:20
Electronica	1	SE1222	Futbol sala	0	-	-	2	VIE	09:30	11:20
